Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
tent tube,15,15,210,8,0.25,https://72hours.com/products/tube-tent,0,0,0.00,1,65800000,"[66,43,35,35,43,81,66,43,43,43,35,35]",2025-09-06,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
5 gallon toilet lid,34,34,30,16,0.00,https://72hours.com/products/snap-on-toilet-lid,0,0,0.00,1,3740000,"[100,18,18,18,18,18,18,18,18,18,18,18]",2025-08-21,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
mre meals ready,92,92,260,22,5.85,https://72hours.com/collections/mres,0,0,0.00,1,575000,"[66,81,66,100,66,23,23,23,28,23,18,18]",2025-09-04,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
1 emergency blanket,50,50,40,15,0.00,https://72hours.com/products/thermal-blanket,0,0,0.00,0.82,31700000,"[18,18,18,18,18,18,27,18,18,100,100,18]",2025-08-31,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Explore brands","informational, transactional",Organic
emergency pack for car,54,54,50,41,0.65,https://72hours.com/collections/car-emergency-kit,0,0,0.00,1,65400000,"[7,7,26,7,42,11,42,7,7,19,15,19]",2025-09-06,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",transactional,Organic
emergancy water,65,65,260,34,6.03,https://72hours.com/collections/water,0,0,0.00,1,898000000,"[11,32,11,11,48,11,26,26,26,17,32,39]",2025-09-07,"Image pack, Sitelinks, Video, People also ask, Popular products, Related searches","commercial, informational",Organic
emergency backpack kit,29,29,110,39,0.85,https://72hours.com/collections/deluxe-emergency-survival-kit,0,0,0.00,1,18100000,"[52,52,9,52,42,9,100,52,52,52,52,80]",2025-08-21,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",transactional,Organic
crank flashlight radio,75,75,260,19,0.34,https://72hours.com/products/led-flashlight-dynamo-hand-crank,0,0,0.00,0.91,886000,"[66,54,44,100,66,35,35,54,18,15,15,11]",2025-09-09,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
ww2 dynamo torch light,39,39,40,20,0.00,https://72hours.com/products/led-flashlight-dynamo-hand-crank,0,0,0.00,0.37,77,"[0,100,100,18,18,18,18,100,18,18,18,18]",2025-08-30,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
meal ready to,39,39,140,36,5.85,https://72hours.com/collections/mres,0,0,0.00,1,588000000,"[16,7,13,13,5,4,5,3,2,5,5,4]",2025-08-23,"Image pack, Sitelinks, Video, Popular products, Related searches",commercial,Organic
where do you buy mres,48,48,210,28,0.39,https://72hours.com/collections/mres,0,0,0.00,1,315000,"[5,8,11,0,5,20,0,7,0,4,37,25]",2025-08-26,"Local pack, Image pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",transactional,Organic
mountain house 10,15,15,30,24,0.90,https://72hours.com/collections/mountain-house,0,0,0.00,1,1230000000,"[18,18,18,18,18,18,18,18,100,18,18,18]",2025-08-31,"Knowledge panel, Image pack, Sitelinks, Video, Image, Related products, Related searches","informational, transactional",Organic
mountain home survival food,32,32,40,13,1.27,https://72hours.com/products/mountain-house-72-hour-emergency-meal-kit,0,0,0.00,1,33100000,"[17,23,5,23,23,17,29,0,5,41,52,41]",2025-08-31,"Image pack, Video, Image, Popular products, Related searches, Discussions and forums",transactional,Organic
mountain hose,90,90,40,52,1.00,https://72hours.com/collections/mountain-house,0,0,0.00,0.78,3020000000,"[6,54,5,5,5,0,0,1,1,3,0,3]",2025-08-16,"Image pack, Sitelinks, Video, Image, Popular products, Related searches","commercial, navigational",Organic
hops bag,76,76,30,5,1.03,https://72hours.com/products/green-mylar-bag-for-44-lb-pelletized-hops,0,0,0.00,0.84,6970000,"[80,60,80,100,80,100,100,80,20,60,0,20]",2025-08-15,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","commercial, informational",Organic
mylar blanket amazon,77,77,140,37,0.45,https://72hours.com/products/thermal-blanket,0,0,0.00,1,277000,"[5,8,8,16,13,10,10,8,6,6,6,5]",2025-08-24,Related searches,"navigational, transactional",Organic
backpacks survival,98,98,30,19,0.78,https://72hours.com/collections/deluxe-emergency-survival-kit,0,0,0.00,1,18700000,"[0,57,57,0,14,0,57,42,100,71,100,71]",2025-09-05,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
us mre food,32,32,320,24,0.58,https://72hours.com/collections/mres,0,0,0.00,0.99,9770000,"[44,36,36,67,23,29,15,29,12,15,36,54]",2025-09-08,"Image pack, Video, Image, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
what are thermal blankets,32,32,70,12,0.00,https://72hours.com/products/thermal-blanket,0,0,0.00,0.12,19300000,"[29,29,29,41,64,52,52,41,41,41,29,41]",2025-08-25,"Sitelinks, Video, Video Carousel, Popular products, Related searches",informational,Organic
crank powered flashlight,7,7,50,25,0.28,https://72hours.com/products/led-flashlight-dynamo-hand-crank,0,0,0.00,1,2580000,"[22,14,14,14,14,10,22,6,4,4,4,14]",2025-08-26,"Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",commercial,Organic
fore blanket,36,36,70,40,1.12,https://72hours.com/collections/fire-blanket,0,0,0.00,1,121000000,"[52,0,0,100,66,9,4,100,4,0,66,0]",2025-09-12,"Image pack, Video, Image, People also ask, Popular products, Related searches, Things to know",commercial,Organic
buying mre,79,79,140,15,0.60,https://72hours.com/collections/mres,0,0,0.00,1,563000,"[82,35,35,82,28,43,35,10,0,0,100,0]",2025-09-03,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",transactional,Organic
where to find mylar bags,36,36,30,29,0.80,https://72hours.com/collections/mylar-bags,0,0,0.00,1,6260000,"[7,7,7,42,7,7,7,7,7,7,7,7]",2025-08-27,"Local pack, Image pack, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
ration mre,36,36,170,36,0.51,https://72hours.com/collections/mres,0,0,0.00,1,1210000,"[0,54,66,100,28,35,0,35,0,1,1,54]",2025-08-31,"Image pack, Video, Image, Popular products, Related searches",transactional,Organic
five gallon mylar bags,12,12,140,4,0.89,https://72hours.com/products/5-gallon-mylar-bag-open-end,0,0,0.00,1,128000,"[43,100,35,43,28,23,23,23,23,66,35,17]",2025-08-23,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
survival food company,96,96,210,71,2.32,https://72hours.com/,0,0,0.00,1,182000000,"[5,7,20,100,2,2,3,0,0,0,0,0]",2025-09-04,"Local pack, Image pack, Sitelinks, Video, Image, Related searches",commercial,Organic
flashlight hand crank,5,5,50,26,0.33,https://72hours.com/products/led-flashlight-dynamo-hand-crank,0,0,0.00,1,1730000,"[53,0,53,28,0,0,2,12,5,0,0,0]",2025-08-31,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
blanket that puts out fire,17,17,50,6,1.10,https://72hours.com/collections/fire-blanket,0,0,0.00,0.9,68000000,"[100,63,45,63,81,100,81,18,18,18,18,18]",2025-09-04,"Image pack, Sitelinks, Video, Popular products, Related searches","informational, transactional",Organic
mres for sale cheap,81,81,70,14,0.34,https://72hours.com/collections/mres,0,0,0.00,1,236000,"[80,19,23,66,33,9,80,19,0,19,19,19]",2025-08-30,"Local pack, Image pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",transactional,Organic
4 person disaster kit,47,47,40,10,0.87,https://72hours.com/products/4-person-72hrs-essential-toilet-emergency-survival-kit,0,0,0.00,1,16000000,"[0,45,9,63,45,45,0,45,63,18,36,63]",2025-09-08,"Image pack, Video, Image, Popular products, Related searches, Explore brands",commercial,Organic
emergency water rations,16,16,70,24,0.74,https://72hours.com/collections/water,0,0,0.00,0.99,4640000,"[8,18,22,29,14,4,8,18,18,6,14,22]",2025-09-01,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
where can i buy a space blanket,95,95,30,17,0.45,https://72hours.com/products/thermal-blanket,0,0,0.00,1,50500000,"[11,11,11,11,11,11,64,11,11,11,11,11]",2025-09-06,"Local pack, Image pack, Sitelinks, Video, Image, Related searches, Discussions and forums",transactional,Organic
thermal blankets,18,18,1300,29,0.84,https://72hours.com/products/thermal-blanket,0,0,0.00,1,21400000,"[19,15,28,28,36,36,28,8,5,5,10,8]",2025-09-26,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Things to know","informational, transactional",Organic
mountain house granola with milk and blueberries,48,48,30,13,0.58,https://72hours.com/products/mountain-house-granola-with-milk-and-blueberries-pouch-one-serving,0,0,0.00,1,180000,"[18,36,27,27,18,18,18,18,27,18,36,45]",2025-08-15,"Knowledge panel, Image pack, Video, Recipes, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
emergency supply kit for home,16,16,720,70,0.53,https://72hours.com/collections/deluxe-emergency-survival-kit,0,0,0.00,1,51000000,"[54,54,100,79,16,0,0,0,0,0,0,36]",2025-09-07,"Image pack, Sitelinks, Image, Video Carousel, Popular products, Related searches, Discussions and forums, Explore brands",commercial,Explore brands
timer 72 hours,62,62,110,13,0.00,https://72hours.com/,0,0,0.00,0.02,42400000,"[52,33,42,33,33,42,52,66,19,42,80,66]",2025-09-02,"Image pack, Sitelinks, Video, Related searches","commercial, informational",Organic
fire cloth for kitchen,30,30,30,19,1.43,https://72hours.com/collections/fire-blanket,0,0,0.00,1,31900000,"[18,18,18,100,18,18,18,18,18,18,18,18]",2025-08-22,"Image pack, Sitelinks, Video, Image, Shopping ads, Related searches, Discussions and forums",transactional,Organic
mountain house meat,15,15,40,26,0.44,https://72hours.com/collections/mountain-house,0,0,0.00,1,65200000,"[14,14,78,78,14,14,14,14,14,14,14,14]",2025-08-16,"Local pack, Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
mountain house meat,84,84,40,26,0.44,https://72hours.com/products/mountain-house-spaghetti-with-meat-sauce-pouch-one-serving,0,0,0.00,1,65200000,"[14,14,78,78,14,14,14,14,14,14,14,14]",2025-08-16,"Local pack, Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
crank lantern,76,76,110,22,0.40,https://72hours.com/products/led-flashlight-dynamo-hand-crank,0,0,0.00,1,78,"[42,33,52,66,66,52,80,33,52,33,42,33]",2025-08-19,"Image pack, Sitelinks, Video, Image, Related searches, Discussions and forums",commercial,Organic
where to buy fire blankets,9,9,70,32,0.91,https://72hours.com/collections/fire-blanket,0,0,0.00,1,52900000,"[17,12,7,28,53,53,17,7,0,2,7,7]",2025-09-08,"Local pack, Image pack, Video, Image, Shopping ads, People also ask, Popular products, Related searches",transactional,Organic
military meals,68,68,720,28,0.97,https://72hours.com/collections/mres,0,0,0.00,0.93,1250000000,"[30,20,36,36,24,24,41,30,24,36,36,24]",2025-10-02,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Things to know","informational, transactional",Organic
meals ready to eat for sale,45,45,1600,16,0.34,https://72hours.com/collections/mres,0,0,0.00,1,190000000,"[4,3,5,81,54,81,3,1,7,2,19,5]",2025-10-08,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums",transactional,Organic
mountain house pouch,8,8,50,29,0.54,https://72hours.com/products/mountain-house-rice-and-chicken-pouch-one-serving,0,0,0.00,1,5280000,"[0,11,100,64,0,0,23,23,29,29,17,29]",2025-08-16,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
finger sam splint,92,92,70,5,0.73,https://72hours.com/products/finger-splint-1-75-x-3-75-sam-medical,0,0,0.00,1,414000,"[9,9,52,52,33,23,33,23,33,23,33,42]",2025-08-26,"Image pack, Video, Image, Related searches",informational,Organic
siphon pump for oil,13,13,70,22,0.42,https://72hours.com/products/oil-siphon-pump,0,0,0.00,1,82,"[19,9,0,23,4,0,0,33,80,80,100,42]",2025-08-15,"Image pack, Video, Image, People also ask, Popular products, Related searches, AI overview",transactional,Organic
emergency toilets portable,19,19,40,8,1.74,https://72hours.com/products/portable-toilet,0,0,0.00,1,12500000,"[14,14,28,0,0,0,100,100,100,100,100,100]",2025-08-31,"Image pack, Video, Image, People also ask, Related searches, Discussions and forums",transactional,Organic
best 300cc oxygen absorbers,14,14,40,0,0.00,https://72hours.com/products/300-cc-oxygen-absorbers,0,0,0.00,0,41500,"[57,57,14,57,100]",2025-08-27,"Image pack, Video, Image, Popular products, Related searches, Discussions and forums",commercial,Organic
car emergency bag,64,64,110,41,0.54,https://72hours.com/collections/car-emergency-kit,0,0,0.00,1,245000000,"[26,26,19,42,53,42,42,42,65,34,34,26]",2025-09-10,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
2 gallon resealable bags,33,33,40,7,1.86,https://72hours.com/products/2-gallon-ziplock-mylar-bag,0,0,0.00,1,434000,"[9,9,52,9,52,9,9,9,9,9,9,9]",2025-08-15,"Image pack, Video, Image, Popular products, Related searches",transactional,Organic
best brand of fire blanket,10,10,30,10,0.75,https://72hours.com/collections/fire-blanket,0,0,0.00,0.9,36000000,"[40,40,40,40,100,80,40,40,40,40,40,40]",2025-08-15,"Image pack, Sitelinks, Video, Related searches, Discussions and forums",commercial,Organic
jetboil stash lid,28,28,40,14,1.89,https://72hours.com/products/jetboil-stash,0,0,0.00,0.34,22000,"[100,100,18,18,100,18,18,18,18,18,18,18]",2025-09-10,"Image pack, Sitelinks, Video, Image, Related searches, Discussions and forums",commercial,Organic
mountain house meals on sale,19,19,90,21,0.78,https://72hours.com/collections/mountain-house,0,0,0.00,1,89100000,"[52,82,64,52,52,29,100,41,41,52,52,64]",2025-08-19,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
safety car kit,96,96,90,31,0.58,https://72hours.com/collections/car-emergency-kit,0,0,0.00,1,283000000,"[0,2,2,22,43,81,43,14,2,4,4,8]",2025-08-15,"Image pack, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums, Explore brands",commercial,Organic
candles for emergency,25,25,320,13,0.43,https://72hours.com/products/36-hour-candle-survival,0,0,0.00,1,39300000,"[81,4,36,23,23,44,7,19,12,23,100,44]",2025-08-28,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
earthquake survival kits,60,60,140,50,0.84,https://72hours.com/collections/survival-kits,0,0,0.00,0.54,469000,"[4,4,0,81,14,4,43,22,29,43,43,43]",2025-09-08,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Explore brands",transactional,Organic
mre packs,30,30,480,21,0.53,https://72hours.com/collections/mres,0,0,0.00,1,1150000,"[66,100,23,66,36,36,81,81,66,81,44,66]",2025-10-03,"Sitelinks, Video, Image, People also ask, Popular products, Related searches, Explore brands","informational, transactional",Organic
car emergency tools,62,62,70,41,0.67,https://72hours.com/collections/car-emergency-kit,0,0,0.00,1,595000000,"[19,14,19,23,42,52,33,23,33,23,23,42]",2025-08-27,"Image pack, Sitelinks, Video, Popular products, Related searches, Discussions and forums, AI overview","informational, transactional",Organic
superhour,69,69,90,23,0.00,https://72hours.com/,0,0,0.00,0.01,52900,"[64,52,41,41,41,100,29,41,17,41,52,64]",2025-08-25,"Image pack, Sitelinks, Video, Image",informational,Organic
fire blanket for grease fire,60,60,40,2,0.84,https://72hours.com/collections/fire-blanket,0,0,0.00,0.4,4080000,"[9,9,9,9,9,9,19,9,9,52,52,52]",2025-08-31,"Image pack, Sitelinks, Video, Popular products, Related searches, Discussions and forums",transactional,Organic
red flagging,24,24,30,31,0.68,https://72hours.com/products/72hrs-flagging-tape-red,0,0,0.00,0.08,22300000,"[0,28,3,3,8,3,3,3,0,0,0,0]",2025-09-06,"Image pack, Video, Related searches",informational,Organic
